,Open,High,Low,Close,Volume,fast_ma,slow_ma,rsi,atr
2018-05-11,6.25406836143427,6.42750388950413,6.198648422663887,6.297365188598633,1214456000.0,5.790058414141337,5.782599559197059,62.206367150122475,0.17974429795912808
2018-05-14,6.33546713677606,6.395340870505359,6.294149456560401,6.317900657653809,523140000.0,5.818356096744537,5.797861256442228,62.5892024358699,0.16887590136180533
2018-05-15,6.254316469360305,6.257038389058598,5.974988898324583,6.075438022613525,963528000.0,5.838272750377655,5.806893673571912,55.55405991369125,0.17343528983410225
2018-05-16,6.036841917437464,6.148671858536387,5.999977553788911,6.08657169342041,553828000.0,5.850035170714061,5.815744132786007,55.79563701085213,0.1683457923781814
2018-05-17,6.0883034820006,6.222400499191869,6.072221598831511,6.128631591796875,519784000.0,5.866745750109355,5.824564980936574,56.73622938995597,0.16903500403635416
2018-05-18,6.180588350480346,6.243925365757873,6.079891476447918,6.084839820861816,483716000.0,5.8816420038541155,5.831111315842513,55.43583588221083,0.17212767040652358
2018-05-21,6.182319823299066,6.186030845419014,5.950000117448968,6.042779445648193,640624000.0,5.8885489503542585,5.837211745125907,54.17312924413975,0.180062504164888
2018-05-22,6.056138452727022,6.081374246614038,5.94406079774361,6.004676818847656,518264000.0,5.8950744072596235,5.842420677562337,53.01484612614059,0.1835969659869811
2018-05-23,5.9484792518078935,6.1294491082416975,5.947736494155233,6.12821102142334,442956000.0,5.914303461710612,5.848878436036163,56.22766609237541,0.18194379964645416
2018-05-24,6.12449847297469,6.174258992213824,6.071272065716584,6.131925106048584,437372000.0,5.9340274532636,5.8556759016854425,56.32274173462519,0.17505617927294295
2018-05-25,6.144552044886488,6.187628223626945,6.108902972622351,6.171288967132568,292112000.0,5.960370818773906,5.863685770349188,57.362028924608325,0.15959636206704086
2018-05-29,6.153215136102839,6.222285933114722,6.107415838779448,6.154205322265625,352684000.0,5.9887650807698565,5.870255302596878,56.741605405451644,0.16108589436437967
2018-05-30,6.187875129205676,6.271799199588945,6.163118583791349,6.263134479522705,390996000.0,6.0263782143592834,5.878097927177345,59.68543659405596,0.15930623372364744
2018-05-31,6.231199392447795,6.317847074520102,6.220554298717308,6.243330001831055,493868000.0,6.054341892401378,5.884182311676361,58.91364291824123,0.15791453627704946
2018-06-01,6.288139305490857,6.383947040622011,6.279474584250558,6.377757549285889,421968000.0,6.086762428283691,5.890771195128724,62.40733349414503,0.15101093016950617
2018-06-04,6.411921925287137,6.578780383648553,6.379738740674581,6.5567474365234375,642024000.0,6.128115038077037,5.897908666631678,66.43155459553735,0.15814174591362803
2018-06-05,6.559965596820865,6.599823789929609,6.515156471312965,6.562193870544434,391712000.0,6.167385439078013,5.9059510073819,66.54693232477129,0.13969571443415793
2018-06-06,6.472080222908524,6.567392635432392,6.455740965681344,6.564174175262451,371356000.0,6.20759391784668,5.913865676293006,66.59113980653055,0.13704981193441304
2018-06-07,6.560458850460099,6.572342028842159,6.418109082752649,6.50847053527832,369448000.0,6.238595207532247,5.919271652515118,64.06948185918111,0.13733938662935255
2018-06-08,6.435687520476991,6.535703423248235,6.416872563525435,6.493122577667236,360456000.0,6.262699504693349,5.923552565522247,63.36941419333827,0.13411059880169868
2018-06-11,6.480497666172766,6.522088332007463,6.439154428913196,6.452027797698975,265372000.0,6.275174419085185,5.928504053052965,61.465361768749815,0.12317511131057168
2018-06-12,6.478516371555719,6.512679925549007,6.428260518629573,6.50054931640625,319160000.0,6.287897944450378,5.933151863433502,62.86046697087339,0.11939696545692925
2018-06-13,6.50203390894642,6.57704582658862,6.4869322707009776,6.496092319488525,338208000.0,6.294889569282532,5.939190775483519,62.63990112320347,0.11285417558558482
2018-06-14,6.54115053183261,6.6644374732379,6.526296319370757,6.607745170593262,430016000.0,6.302049120267232,5.948353201478392,65.82095922825616,0.11752262038930869
2018-06-15,6.550555756577724,6.621854351545413,6.519610197322104,6.566895008087158,432260000.0,6.313279529412587,5.96245203437386,63.71920706754101,0.11920254204778839
2018-06-18,6.52283158454967,6.580266655194736,6.49559980127042,6.562689781188965,356268000.0,6.323479076226552,5.973276719942198,63.49820417023703,0.11704516773271997
2018-06-19,6.459453075926473,6.526790937382915,6.313390446837719,6.4408860206604,594932000.0,6.338706076145172,5.981888011261657,57.39323905450299,0.1264527003775718
2018-06-20,6.481982785230946,6.54684448233977,6.443610109797615,6.493865966796875,369780000.0,6.355676670869191,5.994146399445587,59.199823174551234,0.12707167794018437
2018-06-21,6.525800790553898,6.544120417407566,6.357456844182729,6.365131378173828,359516000.0,6.365530828634898,6.001033987317767,53.37690874034084,0.130360716114033
2018-06-22,6.385926571940355,6.399295267059145,6.197282630119836,6.2126312255859375,434160000.0,6.370855470498403,6.007346189939058,47.514876339563045,0.13043141629807906
2018-06-25,6.1061787480421446,6.109892064519146,5.831134567626335,5.91976261138916,665816000.0,6.365729769070943,6.0091901663895495,38.84103085396761,0.15163351196543326
2018-06-26,6.033147620579412,6.081422626912135,5.939320266141152,5.990813732147217,478884000.0,6.365152140458425,6.009426593780518,41.58047098622987,0.1552055366634281
2018-06-27,6.034385512234195,6.100732720418736,5.8301445829433645,5.8355913162231445,453892000.0,6.35295965274175,6.006576978243315,37.67672222065837,0.16351662176241819
2018-06-28,5.825687239494751,5.974721351054531,5.818012706619409,5.962838172912598,338012000.0,6.345914363861084,6.005848428705236,42.372809006997194,0.16622217781329832
2018-06-29,6.027947932746823,6.040573396733373,5.86356475050771,5.864802837371826,392300000.0,6.333144108454387,6.002618800152789,39.91908577419348,0.17294180232268364
