,Open,High,Low,Close,Volume,fast_ma,slow_ma,rsi,atr
2021-08-20,252.0,260.6199951171875,251.4199981689453,257.32000732421875,4031100.0,247.04333368937174,253.4841766357422,53.22911123174409,15.548566545758929
2021-08-23,263.6700134277344,266.5,255.0,256.0,5705300.0,248.3366667429606,252.6898909348708,52.70774086606675,15.74285234723772
2021-08-24,256.989990234375,260.25,253.1999969482422,259.2799987792969,3982800.0,249.5204168955485,251.99241839398394,53.89585463389451,15.130710056849884
2021-08-25,257.0,262.1099853515625,256.0,256.7699890136719,2675100.0,250.79916636149088,251.05582486666165,52.82063569762727,14.087137494768417
2021-08-26,253.2100067138672,255.1999969482422,248.5,248.5399932861328,3038900.0,251.78333282470703,250.12769292475102,49.39919368457873,13.701422555106026
2021-08-27,249.38999938964844,259.6700134277344,248.08999633789065,259.1199951171875,3201400.0,252.35291608174643,249.44967081258585,53.49912344638923,12.80213928222656
2021-08-30,256.3500061035156,263.3399963378906,256.25,262.6600036621094,2687600.0,253.50208282470703,248.9083520239526,54.79669501028508,12.076424734933033
2021-08-31,260.0199890136719,263.3999938964844,257.17999267578125,259.0,2493800.0,254.22083282470703,248.52978046123798,53.17242784949904,10.78285435267857
2021-09-01,260.3099975585937,272.1000061035156,258.6300048828125,265.8999938964844,4789600.0,255.4758326212565,248.2473627446772,55.78838285261505,10.08785465785435
2021-09-02,272.5400085449219,275.6600036621094,266.0,268.17999267578125,3733200.0,256.79249890645343,247.8478021307306,56.635938211117576,10.070712498256137
2021-09-03,272.0,280.6099853515625,270.0299987792969,278.44000244140625,4425700.0,258.5858325958252,247.58890105865814,60.265361969929124,10.113570077078679
2021-09-07,277.0,278.8699951171875,262.6000061035156,266.8099975585937,5173000.0,260.1120827992757,247.245604462676,54.764133862163796,10.2392839704241
2021-09-08,257.0,262.95001220703125,253.8800048828125,258.20001220703125,4507600.0,260.6887499491374,246.84373658567995,51.107176699028,10.402854919433583
2021-09-09,260.29998779296875,263.8099975585937,255.6999969482422,256.4200134277344,3074500.0,260.72708384195965,246.3907695392986,50.37089468729519,10.22642626081193
2021-09-10,257.3099975585937,258.8699951171875,247.3999938964844,248.32000732421875,3191300.0,260.3129170735677,245.88648399939905,47.101366874487276,10.161427089146192
2021-09-13,246.50999450683597,251.8800048828125,239.6000061035156,242.83999633789065,4021400.0,258.7450002034505,245.47087952330872,45.00860142780973,10.2171412876674
2021-09-14,247.25,248.7899932861328,241.2700042724609,243.0,2748900.0,257.6337496439616,245.1412091936384,45.08403379764956,10.250711713518408
2021-09-15,244.0,249.47000122070312,242.0500030517578,247.07000732421875,2148300.0,256.3283335367839,245.03472565032624,47.04060151030293,10.344284057617179
2021-09-16,247.3800048828125,247.4600067138672,239.6100006103516,243.2100067138672,2596800.0,255.77458381652832,244.80956075479696,45.41573254652467,10.314285278320302
2021-09-17,243.1300048828125,245.6300048828125,238.75,245.19000244140625,2948000.0,255.1054172515869,244.27923097715274,46.42090667173214,9.978570120675215
