,Close,High,Low,Open,Volume,"('Close', 'NVDA')","('High', 'NVDA')","('Low', 'NVDA')","('Open', 'NVDA')","('Volume', 'NVDA')"
2018-04-18,5.8480658531188965,5.919320396940565,5.758998027266827,5.826541077415477,391364000,,,,,
2018-04-19,5.666713714599609,5.767162833258898,5.611293771560034,5.733762218916271,471996000,,,,,
2018-04-20,5.6585493087768555,5.742421521198401,5.627375591163541,5.658054285619478,386200000,,,,,
2018-04-23,5.539048194885254,5.727575522688347,5.513070103398596,5.67636163831464,427508000,,,,,
2018-04-24,5.472743034362793,5.660775374439431,5.407426408131954,5.564780055697154,414596000,,,,,
2018-04-25,5.360419273376465,5.482145911707345,5.203065590990277,5.443054648803474,588492000,,,,,
2018-04-26,5.572201728820801,5.580366542506833,5.456165767540481,5.522224688118402,375824000,,,,,
2018-04-27,5.599664688110352,5.697887373127501,5.5573574359815625,5.678094470759061,400848000,,,,,
2018-04-30,5.564284801483154,5.665723482798543,5.544986922670961,5.6159937164517295,327844000,,,,,
2018-05-01,5.619704246520996,5.622425693384341,5.497482638031397,5.556119506923139,253788000,,,,,
2018-05-02,5.599170684814453,5.660775822223489,5.572944838862365,5.616242141461555,268248000,,,,,
2018-05-03,5.764439582824707,5.790665420454029,5.585808477600187,5.631084914691419,443144000,,,,,
2018-05-04,5.914619445800781,5.9178359161576575,5.71842230443126,5.735741034199062,400660000,,,,,
2018-05-07,6.152629852294922,6.209782137688004,6.009378461333076,6.019275148911113,687616000,,,,,
2018-05-08,6.195184707641602,6.197906155091328,6.103889512918798,6.15287698271395,506616000,,,,,
2018-05-09,6.328293323516846,6.330520220324619,6.188011094031047,6.215226519480906,596760000,,,,,
2018-05-10,6.435915946960449,6.445069863572011,6.363424081401196,6.381237835302107,994080000,,,,,
2018-05-11,6.297365188598633,6.42750388950413,6.1986484226638865,6.25406836143427,1214456000,,,,,
2018-05-14,6.317900657653809,6.395340870505359,6.294149456560401,6.33546713677606,523140000,,,,,
2018-05-15,6.075438022613525,6.257038389058598,5.974988898324583,6.254316469360305,963528000,,,,,
2018-05-16,6.08657169342041,6.148671858536387,5.999977553788911,6.036841917437464,553828000,,,,,
2018-05-17,6.128631591796875,6.222400499191869,6.0722215988315105,6.0883034820006,519784000,,,,,
2018-05-18,6.084839820861816,6.243925365757873,6.079891476447918,6.180588350480346,483716000,,,,,
2018-05-21,6.042779445648193,6.186030845419014,5.950000117448968,6.182319823299066,640624000,,,,,
2018-05-22,6.004676818847656,6.081374246614038,5.94406079774361,6.056138452727022,518264000,,,,,
2018-05-23,6.12821102142334,6.1294491082416975,5.947736494155233,5.9484792518078935,442956000,,,,,
2018-05-24,6.131925106048584,6.174258992213824,6.071272065716584,6.12449847297469,437372000,,,,,
2018-05-25,6.171288967132568,6.187628223626945,6.108902972622351,6.144552044886488,292112000,,,,,
2018-05-29,6.154205322265625,6.222285933114722,6.107415838779448,6.153215136102839,352684000,,,,,
2018-05-30,6.263134479522705,6.271799199588945,6.163118583791349,6.1878751292056755,390996000,,,,,
2018-05-31,6.243330001831055,6.317847074520102,6.220554298717308,6.231199392447795,493868000,,,,,
2018-06-01,6.377757549285889,6.383947040622011,6.279474584250558,6.288139305490857,421968000,,,,,
2018-06-04,6.5567474365234375,6.578780383648553,6.379738740674581,6.411921925287137,642024000,,,,,
2018-06-05,6.562193870544434,6.599823789929609,6.515156471312965,6.559965596820865,391712000,,,,,
2018-06-06,6.564174175262451,6.567392635432392,6.455740965681344,6.472080222908524,371356000,,,,,
2018-06-07,6.50847053527832,6.572342028842159,6.418109082752649,6.560458850460099,369448000,,,,,
2018-06-08,6.493122577667236,6.535703423248235,6.416872563525435,6.435687520476991,360456000,,,,,
2018-06-11,6.452027797698975,6.522088332007463,6.439154428913196,6.480497666172766,265372000,,,,,
2018-06-12,6.50054931640625,6.512679925549007,6.428260518629573,6.478516371555719,319160000,,,,,
2018-06-13,6.496092319488525,6.57704582658862,6.4869322707009776,6.50203390894642,338208000,,,,,
2018-06-14,6.607745170593262,6.6644374732379,6.526296319370757,6.54115053183261,430016000,,,,,
2018-06-15,6.566895008087158,6.621854351545413,6.519610197322104,6.550555756577724,432260000,,,,,
2018-06-18,6.562689781188965,6.580266655194736,6.49559980127042,6.52283158454967,356268000,,,,,
2018-06-19,6.4408860206604,6.526790937382915,6.313390446837719,6.459453075926473,594932000,,,,,
2018-06-20,6.493865966796875,6.54684448233977,6.443610109797615,6.481982785230946,369780000,,,,,
2018-06-21,6.365131378173828,6.544120417407566,6.357456844182729,6.525800790553898,359516000,,,,,
2018-06-22,6.2126312255859375,6.399295267059145,6.197282630119836,6.385926571940355,434160000,,,,,
2018-06-25,5.91976261138916,6.109892064519146,5.831134567626335,6.1061787480421446,665816000,,,,,
2018-06-26,5.990813732147217,6.0814226269121345,5.939320266141152,6.033147620579412,478884000,,,,,
2018-06-27,5.8355913162231445,6.100732720418736,5.8301445829433645,6.034385512234195,453892000,,,,,
2018-06-28,5.962838172912598,5.974721351054531,5.818012706619409,5.8256872394947505,338012000,,,,,
2018-06-29,5.864802837371826,6.040573396733373,5.86356475050771,6.027947932746823,392300000,,,,,
2018-07-02,5.997003555297852,6.000716872239424,5.774690424247609,5.79523832608249,357572000,,,,,
2018-07-03,5.863317966461182,6.037603501810378,5.854900674750462,6.031661911908214,222732000,,,,,
2018-07-05,6.009133338928223,6.014084270106018,5.879656926744629,5.918524451593257,306216000,,,,,
2018-07-06,6.123013019561768,6.13143031117656,5.9633337961685315,5.9846244537259965,296352000,,,,,
2018-07-09,6.170546054840088,6.20693835625219,6.091820805805692,6.197283448608935,303880000,,,,,
2018-07-10,6.269572734832764,6.291605682472225,6.1425719933760945,6.182925043510484,360016000,,,,,
2018-07-11,6.127964496612549,6.211393711624051,6.1173189316102325,6.1767348306672964,367508000,,,,,
2018-07-12,6.219563007354736,6.267590582911616,6.163366040922547,6.173268848010982,345508000,,,,,
2018-07-13,6.17227840423584,6.238130751527311,6.1301924170298,6.238130751527311,246988000,,,,,
2018-07-16,6.1445512771606445,6.197530257916777,6.1321732401052484,6.1445512771606445,197036000,,,,,
2018-07-17,6.280465602874756,6.2955672460043335,6.06978819015883,6.095287500154561,362136000,,,,,
2018-07-18,6.231199264526367,6.286901378443037,6.180201126016283,6.273037825146776,277640000,,,,,
2018-07-19,6.239368915557861,6.273038086039776,6.197283396839247,6.21238456565421,235752000,,,,,
2018-07-20,6.211147785186768,6.275762059821637,6.200254789026668,6.2368945236074,222352000,,,,,
2018-07-23,6.174505233764648,6.186388411028688,6.022748003465329,6.184655467352338,301584000,,,,,
2018-07-24,6.157177925109863,6.309182636417064,6.139600581608947,6.222534950459732,354620000,,,,,
2018-07-25,6.235407829284668,6.2480337675255,6.1086545341870195,6.166584920781068,319112000,,,,,
2018-07-26,6.308934688568115,6.345821847377965,6.1985211128845465,6.21535569840009,325124000,,,,,
2018-07-27,6.239120960235596,6.352505555913222,6.185151792793048,6.345573779562055,295420000,,,,,
2018-07-30,6.043794631958008,6.259176042638898,6.008887838110221,6.253234450660721,340340000,,,,,
2018-07-31,6.061864852905273,6.1366293492911375,5.994527462109791,6.033394989763246,283988000,,,,,
2018-08-01,6.101722240447998,6.148512200438192,6.037850741239862,6.093305421192715,283556000,,,,,
2018-08-02,6.204462051391602,6.208422796608205,5.971503842481577,6.0304239412092535,269668000,,,,,
2018-08-03,6.241103172302246,6.264869539477714,6.2121384435231315,6.228972560112431,214288000,,,,,
2018-08-06,6.288880825042725,6.292346712856403,6.181933159825353,6.228475216806683,207508000,,,,,
2018-08-07,6.361169815063477,6.379737341624423,6.310914440161853,6.337651357319183,258132000,,,,,
2018-08-08,6.397561073303223,6.442618084531327,6.327500563279772,6.362407340142703,262100000,,,,,
2018-08-09,6.349040508270264,6.418110852396814,6.341365973123768,6.41538772164004,204280000,,,,,
2018-08-10,6.307696342468262,6.340127422585993,6.255955449148608,6.26709587128567,256396000,,,,,
2018-08-13,6.340622425079346,6.461434127296719,6.314628263560558,6.316361207661811,375208000,,,,,
2018-08-14,6.4720778465271,6.486189297064438,6.362901919132466,6.446083690526414,466220000,,,,,
2018-08-15,6.413902282714844,6.526791557128769,6.3351765632235235,6.492874958560941,591136000,,,,,
2018-08-16,6.373302459716797,6.486192226229526,6.313144258838187,6.483716523750706,801260000,,,,,
2018-08-17,6.0608744621276855,6.2626396713704064,6.033889643260619,6.2618969136172415,1143188000,,,,,
2018-08-20,6.135640621185303,6.268335061698502,5.909861562812433,6.02027562564301,854388000,,,,,
2018-08-21,6.271304607391357,6.275760681871915,6.132173279035272,6.151978421764745,673988000,,,,,
2018-08-22,6.506490707397461,6.51144211119561,6.235160295506525,6.238626183726857,749856000,,,,,
2018-08-23,6.606011867523193,6.6713688877911395,6.45400716803532,6.46787072115981,720684000,,,,,
2018-08-24,6.739201545715332,6.7538078565024255,6.60997302201604,6.614429096593281,531512000,,,,,
2018-08-27,6.830305576324463,6.904574748142338,6.73746887545618,6.7689092995010505,505776000,,,,,
2018-08-28,6.7926764488220215,6.847140955183321,6.67260748400763,6.824364777277776,475384000,,,,,
2018-08-29,6.898195743560791,6.923213395504283,6.76418998756487,6.784996691464392,420108000,,,,,
2018-08-30,6.881352424621582,6.978203291393143,6.844445090068747,6.866985687510032,346608000,,,,,
2018-08-31,6.952441692352295,6.96532209979279,6.851379888603767,6.861288112381122,306592000,,,,,
2018-09-04,7.027247428894043,7.064897452741345,6.91082815599802,6.939313592092754,391720000,,,,,
2018-09-05,6.896461486816406,7.0450815451269575,6.815463689685446,7.009660540680558,393156000,,,,,
2018-09-06,6.755272388458252,6.882590138419841,6.722328441118813,6.880113082405203,322796000,,,,,
2018-09-07,6.733971118927002,6.859554987400245,6.6182950028887415,6.663128633858656,295420000,,,,,
2018-09-10,6.805060863494873,6.834785066434242,6.712668979164902,6.756511883219111,220140000,,,,,
2018-09-11,6.757253646850586,6.846425292286757,6.737932800831861,6.758739502351965,243112000,,,,,
2018-09-12,6.643312454223633,6.736943097756134,6.48775682439531,6.717374684919017,419092000,,,,,
2018-09-13,6.721090316772461,6.811748301406063,6.691861716501771,6.709200636586055,305536000,,,,,
2018-09-14,6.847170829772949,6.9133067771373415,6.774594913136678,6.811502253724305,386936000,,,,,
2018-09-17,6.785244941711426,6.870701730586371,6.76592456397894,6.8216571496690825,205528000,,,,,
2018-09-18,6.713163375854492,6.892002756900242,6.706475844315346,6.789207530848946,299520000,,,,,
2018-09-19,6.736942291259766,6.7547768099047865,6.644550423085729,6.694585722871674,224860000,,,,,
2018-09-20,6.595754623413086,6.6571840134003395,6.5417559298850705,6.614827437252064,430584000,,,,,
2018-09-21,6.525653839111328,6.653219611686341,6.492462331470898,6.6076428253031505,435128000,,,,,
2018-09-24,6.581386566162109,6.584854349801123,6.407501311620009,6.494691502736678,293912000,,,,,
2018-09-25,6.648514270782471,6.673531924198632,6.561819193647669,6.64752354279324,280388000,,,,,
2018-09-26,6.611606597900391,6.6938431586458185,6.595754005984475,6.653468042339497,268548000,,,,,
2018-09-27,6.623497009277344,6.668083078581971,6.592039385844765,6.646780771977508,214428000,,,,,
2018-09-28,6.960864067077637,6.983157101173726,6.727530845648773,6.755521156440593,709396000,,,,,
2018-10-01,7.167445659637451,7.234324284297887,7.000000352986935,7.038641577598592,622060000,,,,,
2018-10-02,7.096107006072998,7.251662137119894,7.0738139769840975,7.139949900287827,383964000,,,,,
2018-10-03,7.102299690246582,7.173884855511756,6.998265707864463,7.1664536880380005,320552000,,,,,
2018-10-04,6.918011665344238,7.0904106076758335,6.840976781805182,7.066136119983187,391220000,,,,,
2018-10-05,6.684430122375488,6.955413803520248,6.626963653436085,6.89324125905073,426636000,,,,,
2018-10-08,6.5831217765808105,6.7166319458750126,6.442180438378793,6.601203862384665,408612000,,,,,
2018-10-09,6.577425479888916,6.657184525717203,6.509555643800404,6.562563140926315,273500000,,,,,
2018-10-10,6.085740089416504,6.517233542920407,6.083510597122448,6.471408712327118,684940000,,,,,
2018-10-11,5.824169635772705,6.132060712397023,5.80261976439511,5.998550062969505,725436000,,,,,
2018-10-12,6.106793403625488,6.181103659959105,5.936128370047266,6.0812806266491855,608236000,,,,,
2018-10-15,5.830362796783447,6.093420272501156,5.8293720685669435,6.093420272501156,449760000,,,,,
2018-10-16,6.089207172393799,6.100353687680232,5.893772045325111,5.943064181949507,408712000,,,,,
2018-10-17,6.020594120025635,6.189525739271491,5.971549547815567,6.1513796459191505,329668000,,,,,
2018-10-18,5.933156490325928,6.128344071040211,5.87271783299642,6.089950882405961,524020000,,,,,
2018-10-19,5.676538467407227,6.007960765506484,5.640126741463267,5.988392829018267,613608000,,,,,
2018-10-22,5.727317810058594,5.828874745209034,5.624522583116132,5.7288041381691235,368844000,,,,,
2018-10-23,5.475654602050781,5.553184608235103,5.367904797719125,5.460049102823019,626436000,,,,,
2018-10-24,4.939384937286377,5.4838294422939455,4.925513799891303,5.437261917481859,884288000,,,,,
2018-10-25,5.148195743560791,5.195506429169691,4.797452531519902,4.841791033232762,951720000,,,,,
2018-10-26,4.911642074584961,5.073885227868115,4.783581160455203,4.912137202318271,664784000,,,,,
2018-10-29,4.597806453704834,5.056299010980577,4.359766696610632,5.0528312268640185,758016000,,,,,
2018-10-30,5.028308391571045,5.03821661555016,4.597806170111114,4.620842365657446,807192000,,,,,
2018-10-31,5.222259521484375,5.265854872028776,5.053327833406253,5.193030911820003,745772000,,,,,
2018-11-01,5.402584075927734,5.411996700942073,5.132095479276436,5.258670080501969,566528000,,,,,
2018-11-02,5.323567867279053,5.498939490353756,5.206901015798791,5.393171592452494,452960000,,,,,
2018-11-05,5.245543003082275,5.333724427621071,5.08478565869504,5.310440188779997,379332000,,,,,
2018-11-06,5.227957248687744,5.321835491702213,5.1908018648593055,5.237617440604993,299012000,,,,,
2018-11-07,5.295576572418213,5.385243823434664,5.230926972003863,5.294585844540423,483812000,,,,,
2018-11-08,5.102371692657471,5.237120153042856,5.048868127263084,5.236376988911661,511352000,,,,,
2018-11-09,5.09444522857666,5.184855662448785,4.979760303066306,5.013447420179593,413240000,,,,,
2018-11-12,4.694904327392578,5.025088360941829,4.673106424846353,5.003042894545107,617116000,,,,,
2018-11-13,4.9369072914123535,5.058280201575201,4.7865533455384375,4.792746221807563,644712000,,,,,
2018-11-14,4.88439416885376,5.124415331783509,4.776397283574304,5.110048598106634,526580000,,,,,
2018-11-15,5.013198375701904,5.085279137603192,4.842532875561562,4.878449474594516,840708000,,,,,
2018-11-16,4.072930812835693,4.227247694190023,4.003079050730328,4.045436100982573,1963520000,,,,,
2018-11-19,3.584218740463257,4.008280839248542,3.582484848180011,4.007538147513048,1697820000,,,,,
2018-11-20,3.6927108764648438,3.821019364459403,3.3020881359532557,3.3206655850777453,1692032000,,,,,
2018-11-21,3.584465742111206,3.846779980908693,3.557218833902026,3.829936424767105,1025496000,,,,,
2018-11-23,3.5916495323181152,3.705343726803127,3.536907909368861,3.549788319030462,411968000,,,,,
2018-11-26,3.791048049926758,3.801451403129008,3.630290730641684,3.71277486455969,814832000,,,,,
2018-11-27,3.807891607284546,3.8891372130140236,3.7291230579052277,3.7650394300821546,738060000,,,,,
2018-11-28,3.964933395385742,3.970135072056033,3.7930295564624514,3.9255490020534256,804524000,,,,,
2018-11-29,3.9017059803009033,4.004356243586068,3.87145641779136,3.967164174039017,549172000,,,,,
2018-11-30,4.052209854125977,4.062871424915174,3.861041940507305,3.9113753467297867,729564000,,,,,
2018-12-03,4.216104984283447,4.331152955664539,4.149158954223166,4.279579759729772,890804000,,,,,
2018-12-04,3.895508289337158,4.17643302415737,3.8803832680936607,4.1714739542818355,812112000,,,,,
2018-12-06,3.9247658252716064,3.929724658288641,3.7393008357901354,3.754921479016749,692308000,,,,,
2018-12-07,3.6599576473236084,3.9391469895281426,3.610616179292055,3.928981038229835,681676000,,,,,
2018-12-10,3.7653350830078125,3.7901299564358393,3.611359434505701,3.615078736458336,629472000,,,,,
2018-12-11,3.674337863922119,3.8652575134575486,3.595242469068492,3.857075239385153,671912000,,,,,
2018-12-12,3.6919424533843994,3.7881460746523534,3.590779763116965,3.6800408769547865,654136000,,,,,
2018-12-13,3.691694736480713,3.8030233863059797,3.655742428855396,3.7388049503556817,471384000,,,,,
2018-12-14,3.631195545196533,3.7338458218711685,3.607640438631506,3.6500393939871123,471820000,,,,,
2018-12-17,3.5600340366363525,3.673346112799722,3.502014207312883,3.6011934573056377,662868000,,,,,
2018-12-18,3.6433444023132324,3.7273986295201365,3.5766464424306847,3.60392061057773,564372000,,,,,
2018-12-19,3.4343249797821045,3.6631808853218977,3.3827517913267764,3.6096240217484983,745364000,,,,,
2018-12-20,3.3497743606567383,3.5158993820619577,3.290018905805029,3.4258943642089874,749588000,,,,,
2018-12-21,3.2126595973968506,3.409282258124467,3.1851373763977313,3.376305107952993,863740000,,,,,
2018-12-24,3.1509206295013428,3.2228254807124803,3.086950005592058,3.136291705788628,463840000,,,,,
2018-12-26,3.300185203552246,3.301176922832359,3.0859582325928656,3.1970388316544467,695100000,,,,,
2018-12-27,3.252331018447876,3.282332772458251,3.1038103002094557,3.2478680453146946,637044000,,,,,
2018-12-28,3.313821792602539,3.4065543920783967,3.2310073306402356,3.272910421204782,628728000,,,,,
2018-12-31,3.310103178024292,3.3896942088352975,3.2793575150549694,3.3572131553186004,465140000,,,,,
2019-01-02,3.377544641494751,3.4335807989315374,3.2245609518145475,3.239189874819992,508752000,,,,,
2019-01-03,3.173482894897461,3.351261416487493,3.1660445293201054,3.317292557187019,705552000,,,,,
2019-01-04,3.376800775527954,3.414984565504231,3.215882631749183,3.2466280548609334,585620000,,,,,
2019-01-07,3.5555710792541504,3.5925153388052258,3.382751357758868,3.434076728034462,709160000,,,,,
2019-01-08,3.4670543670654297,3.639378265204102,3.3944055999156526,3.6371465418398814,786016000,,,,,
2019-01-09,3.5352394580841064,3.5825974791842783,3.467797585926189,3.518378812698559,617260000,,,,,
2019-01-10,3.600945472717285,3.6096236069964913,3.4554001554766547,3.515899520319643,523156000,,,,,
2019-01-11,3.6902074813842773,3.7130186826147855,3.5508607390614735,3.5786307737100227,874764000,,,,,
2019-01-14,3.73012638092041,3.755417113529267,3.614334763907947,3.6378898695956776,730168000,,,,,
2019-01-15,3.7159934043884277,3.8022791238070393,3.6976451802026498,3.7628553293724796,617012000,,,,,
2019-01-16,3.6904542446136475,3.776244095589254,3.684999553049523,3.7432671888122124,470104000,,,,,
2019-01-17,3.761863946914673,3.8017836045286253,3.6302036330822527,3.6574780419995303,493436000,,,,,
2019-01-18,3.8910443782806396,3.9170790175147565,3.760127983854702,3.811701166255568,651336000,,,,,
2019-01-22,3.6887192726135254,3.8724486303416783,3.6584697062498654,3.8607951011208765,661552000,,,,,
2019-01-23,3.7016122341156006,3.832776674451561,3.670370951294192,3.7440114219664813,591020000,,,,,
2019-01-24,3.9136078357696533,3.9312119161807204,3.781451671668244,3.786162692703459,708972000,,,,,
2019-01-25,3.970883846282959,3.988984024244463,3.751450224064706,3.854100503045562,1154572000,,,,,
2019-01-28,3.4219272136688232,3.511932236758191,3.248116003850277,3.3857268605864648,2511528000,,,,,
2019-01-29,3.2629928588867188,3.424159063291572,3.248363935581564,3.375809083739397,1153932000,,,,,
2019-01-30,3.4065539836883545,3.420934855728433,3.259520875844283,3.339112122742125,974228000,,,,,
2019-01-31,3.5642495155334473,3.5999540108787187,3.3815118771525667,3.4033313566584105,842852000,,,,,
2019-02-01,3.588548421859741,3.6396257502642957,3.5352398432141046,3.582845681072949,625048000,,,,,
2019-02-04,3.698884963989258,3.7360770356715824,3.582349443477123,3.604416733036331,528592000,,,,,
2019-02-05,3.717977285385132,3.7546735016634356,3.677065907263031,3.7107867290905046,542424000,,,,,
2019-02-06,3.7936007976531982,3.8580672723839267,3.7457469194166464,3.7512016112667306,702464000,,,,,
2019-02-07,3.6552462577819824,3.749466447138257,3.6123514429834804,3.747234960518667,637120000,,,,,
2019-02-08,3.673842191696167,3.6845037641664473,3.5736712229745025,3.5880520971078647,461604000,,,,,
2019-02-11,3.631195545196533,3.6840082624667483,3.58284556472501,3.629707729802193,495180000,,,,,
2019-02-12,3.7482268810272217,3.7638477611258443,3.655246454014915,3.6696275667113323,591060000,,,,,
2019-02-13,3.7906250953674316,3.8637696979657083,3.7640946000313136,3.777731801470061,605372000,,,,,
2019-02-14,3.8315367698669434,3.8598028940875344,3.746490585645808,3.7896336795776073,827264000,,,,,
2019-02-15,3.901210308074951,4.063119936975075,3.878399111087039,4.0403089764485856,1516748000,,,,,
